Sentiment,Clean_Text,label,sequence
neutral,the share capital of biotie therapies corp constitutes shares in the aggregate and the number of voting rights attached to the shares amounts to,1,"[2, 46, 90, 3, 1738, 2832, 267, 1, 52, 4, 2, 2637, 5, 2, 155, 3, 388, 220, 2420, 6, 2, 52, 1020, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the share sale to foreign and finnish investors is expected to raise some euro million us million,1,"[2, 46, 234, 6, 1288, 5, 24, 574, 11, 133, 6, 1105, 110, 56, 28, 99, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the share subscription period for stock options a is between april and march,1,"[2, 46, 605, 43, 9, 109, 619, 7, 11, 186, 254, 5, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the shares represented of total share capital and of total voting rights,1,"[2, 52, 2116, 3, 66, 46, 90, 5, 3, 66, 388, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the shares shall be acquired according to the rules of nasdaq omx helsinki and otherwise according to the rules related to acquisition of the company s own shares,1,"[2, 52, 1256, 23, 309, 76, 6, 2, 1754, 3, 652, 113, 58, 5, 2095, 76, 6, 2, 1754, 342, 6, 170, 3, 2, 13, 10, 373, 52, 0, 0, 0, 0, 0, 0, 0]"
neutral,the shares subscribed will be eligible for trade on the following day from the registration,1,"[2, 52, 679, 12, 23, 3936, 9, 340, 15, 2, 321, 364, 14, 2, 1473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the size of a cider bottle will remain unchanged,1,"[2, 1219, 3, 7, 4459, 1, 12, 546, 1882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the solution will now be expanded to include all ground staff tasks,1,"[2, 201, 12, 167, 23, 1401, 6, 227, 107, 1458, 372, 2362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the start of the negotiations relating to glaston s efficiency program was announced in october,1,"[2, 230, 3, 2, 241, 1, 6, 544, 10, 772, 327, 32, 153, 4, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the study is expected to provide proof of pharmacodynamic activity in humans corroborate the safety profile and establish dose ranges for further therapeutic studies,1,"[2, 1065, 11, 133, 6, 320, 1, 3, 1, 1062, 4, 1, 1, 2, 955, 1611, 5, 988, 1, 4393, 9, 214, 2913, 4460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the subject of the project is provide to the company like software programming and consultancy services computerrelated services data services computer support and consultancy services internet services etc,1,"[2, 1372, 3, 2, 132, 11, 320, 6, 2, 13, 978, 147, 1, 5, 1225, 48, 1, 48, 164, 48, 1156, 365, 5, 1225, 48, 411, 48, 1, 0, 0, 0, 0, 0, 0, 0]"
neutral,the swedish player became majority owner of ucell in mid,1,"[2, 250, 1023, 1541, 1131, 656, 3, 1, 4, 1254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the talks involved the food and ingredients divisions as well as group service functions the company said,1,"[2, 1208, 1353, 2, 275, 5, 1, 1736, 21, 93, 21, 35, 85, 1315, 2, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the technology park will be built near st petersburgbased pulkovo airport,1,"[2, 80, 671, 12, 23, 426, 834, 308, 1, 2644, 2366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the technology will become available to businesses from the fourth quarter nokia said,1,"[2, 80, 12, 621, 272, 6, 630, 14, 2, 378, 45, 65, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the tecnomen convergent charging solution includes functionality for prepaid and postpaid billing charging and rating of voice calls video calls raw data traffic and any type of content services in both mobile and fixed networks,1,"[2, 1091, 1925, 846, 201, 196, 1551, 9, 1525, 5, 2539, 1654, 846, 5, 1445, 3, 967, 954, 623, 954, 612, 164, 376, 5, 497, 1317, 3, 521, 48, 4, 161, 68, 5, 595, 273]"
neutral,the tekla structures installation has been built according to microsoft s requirements for the windows certification the company added,1,"[2, 648, 624, 725, 18, 57, 426, 76, 6, 1212, 10, 1602, 9, 2, 1808, 2127, 2, 13, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the total number of voting rights is,1,"[2, 66, 155, 3, 388, 220, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the total restructuring costs are expected to be about eur mn of which eur mn was booked in december,1,"[2, 66, 664, 345, 39, 133, 6, 23, 60, 8, 17, 3, 49, 8, 17, 32, 2482, 4, 375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the total service concept also includes technology services with which raute supports its customers throughout the entire life cycle of their investments,1,"[2, 66, 85, 1397, 47, 196, 80, 48, 19, 49, 745, 1168, 16, 98, 1507, 2, 642, 614, 3214, 3, 96, 418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the total size of the complex is around m and the project will be constructed in stages,1,"[2, 66, 1219, 3, 2, 1174, 11, 291, 36, 5, 2, 132, 12, 23, 1, 4, 1661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the total value of the deliveries is some eurm,1,"[2, 66, 104, 3, 2, 567, 11, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the total value of the order placed by aspo marine transportation subsidiary esl shipping oy is eur million usd m,1,"[2, 66, 104, 3, 2, 105, 1698, 20, 393, 1277, 863, 213, 1895, 553, 106, 11, 8, 28, 120, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the train is expected to cross the russian territory in days reaching the vostochny port,1,"[2, 4461, 11, 133, 6, 2036, 2, 284, 2548, 4, 1361, 4146, 2, 1, 760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the transaction covers a building lot of sq m and factory buildings of sq m since the autumn of when scanfil discontinued its production operations in oulu the facilities have been partly leased to other parties,1,"[2, 229, 556, 7, 117, 2394, 3, 572, 36, 5, 775, 1646, 3, 572, 36, 301, 2, 987, 3, 247, 498, 4363, 16, 70, 63, 4, 949, 2, 568, 50, 57, 2109, 2517, 6, 83]"
neutral,the transaction is expected to be finalized by dec,1,"[2, 229, 11, 133, 6, 23, 2068, 20, 842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the transaction is subject to a final agreement between the parties approvals of their decisionmaking bodies and approval by the finnish competition authority,1,"[2, 229, 11, 1372, 6, 7, 1261, 91, 186, 2, 871, 3704, 3, 96, 2344, 3611, 5, 867, 20, 2, 24, 830, 1426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the transaction was announced on september when pohjola insurance agreed to pay eur million usd m in cash for pohjantahti,1,"[2, 229, 32, 153, 15, 171, 247, 599, 348, 294, 6, 708, 8, 28, 120, 36, 4, 237, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the turbines are expected to be launched by the end of,1,"[2, 1, 39, 133, 6, 23, 911, 20, 2, 146, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements,1,"[2, 184, 3, 1, 2555, 504, 655, 1, 29, 407, 2555, 1, 1046, 20, 540, 4462, 1, 110, 367, 1602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the order is about eur mn,1,"[2, 104, 3, 2, 105, 11, 60, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the order is around eur million,1,"[2, 104, 3, 2, 105, 11, 291, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the order is eur mn,1,"[2, 104, 3, 2, 105, 11, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the order is eur mn,1,"[2, 104, 3, 2, 105, 11, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the order is eur,1,"[2, 104, 3, 2, 105, 11, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the order is nearly eurm,1,"[2, 104, 3, 2, 105, 11, 1200, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the order is usd mn,1,"[2, 104, 3, 2, 105, 11, 120, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the order is usd mn,1,"[2, 104, 3, 2, 105, 11, 120, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the orders is about eur mn,1,"[2, 104, 3, 2, 266, 11, 60, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the orders is about eur mn,1,"[2, 104, 3, 2, 266, 11, 60, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the orders is over eur mn,1,"[2, 104, 3, 2, 266, 11, 121, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the orders is over eur mn,1,"[2, 104, 3, 2, 266, 11, 121, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the value of the total investment is about eur mn,1,"[2, 104, 3, 2, 66, 92, 11, 60, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the webcast may be followed online on the company website at wwwruukkicominvestors,1,"[2, 1470, 179, 23, 1634, 461, 15, 2, 13, 1152, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the venture recently agreed to buy motorola s wireless networks business for billion and to deploy lightsquared s national g network,1,"[2, 665, 702, 294, 6, 408, 1648, 10, 766, 273, 42, 9, 169, 5, 6, 3976, 1, 10, 758, 583, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the vessels are the largest and fastest ropax vessels in the world that will be built by fincantieri,1,"[2, 1229, 39, 2, 212, 5, 3063, 3496, 1229, 4, 2, 210, 29, 12, 23, 426, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the whitehall street real estate funds invest in real estate and real estate related assets principally through the acquisition of real estate companies real property and mortgage loans,1,"[2, 4455, 1025, 335, 351, 575, 592, 4, 335, 351, 5, 335, 351, 342, 699, 1, 183, 2, 170, 3, 335, 351, 78, 335, 584, 5, 4415, 1437, 0, 0, 0, 0, 0, 0, 0]"
neutral,the volume of investments in the two phases of the project is estimated at usd mn eur mn,1,"[2, 392, 3, 418, 4, 2, 124, 2432, 3, 2, 132, 11, 215, 25, 120, 17, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the volumes are expected to increase during the next few years,2,"[2, 843, 39, 133, 6, 94, 190, 2, 329, 767, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the world of glass is coming to egypt and we invite visitors from all around the world to attend glass world exhibition register now at wwwglassworldexcom,1,"[2, 210, 3, 543, 11, 1373, 6, 1, 5, 75, 2451, 2024, 14, 107, 291, 2, 210, 6, 1, 543, 210, 2896, 811, 167, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,their names have not yet been released,1,"[96, 2374, 50, 102, 1658, 57, 1059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,there are no substitutes to ac drives,1,"[403, 39, 204, 1, 6, 999, 1101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,there did not seem to be enough hours in a day for pekkarinen,1,"[403, 860, 102, 1, 6, 23, 1864, 2294, 4, 7, 364, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,there will be return flights from stuttgart every morning as well as evening departures on thursdays fridays and sundays,1,"[403, 12, 23, 759, 1201, 14, 1, 1341, 1506, 21, 93, 21, 4463, 1, 15, 1, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,therefore phase iii of the research will not be conducted by abbott,1,"[1492, 984, 1, 3, 2, 419, 12, 102, 23, 1636, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,these include software development for internet and mobile telephone content communications valueadded software financial services security applications systems integration and electronics ebrd informed,1,"[195, 227, 147, 115, 9, 411, 5, 68, 2422, 521, 299, 3203, 147, 67, 48, 325, 396, 150, 1448, 5, 226, 2566, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,these include software development for internet and mobile telephone content communications valueadded software financial services security applications systems integration and electronics,1,"[195, 227, 147, 115, 9, 411, 5, 68, 2422, 521, 299, 3203, 147, 67, 48, 325, 396, 150, 1448, 5, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,these module products will be available for trials during q and for volume deliveries during q,1,"[195, 2861, 71, 12, 23, 272, 9, 3450, 190, 511, 5, 9, 392, 567, 190, 511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,these sections will be put into place to form the loadbearing steel structure of the bridge says sami eronen senior vice president infrastructure and northern europe ruukki construction,1,"[195, 1, 12, 23, 1439, 135, 397, 6, 875, 2, 3850, 194, 683, 3, 2, 650, 249, 1398, 4097, 965, 789, 251, 486, 5, 784, 258, 260, 89, 0, 0, 0, 0, 0, 0, 0]"
neutral,they can be used to control the speed of electric motors used by industry and municipal engineering and in power generation using renewable energy,1,"[209, 141, 23, 343, 6, 636, 2, 2383, 3, 3001, 1, 343, 20, 122, 5, 2893, 202, 5, 4, 256, 930, 483, 2479, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,they will be sunk to a depth of some metres and fixed to the bottom mud by vacuum,1,"[209, 12, 23, 1, 6, 7, 1, 3, 110, 916, 5, 595, 6, 2, 2898, 1, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this amount will not be included in the pensionable salary,1,"[54, 406, 12, 102, 23, 620, 4, 2, 1, 2378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this corrensponds to percent of okmetic s share capital and voting rights,1,"[54, 1, 6, 69, 3, 530, 10, 46, 90, 5, 388, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this corresponds to percent of okmetic s share capital and voting rights,1,"[54, 2646, 6, 69, 3, 530, 10, 46, 90, 5, 388, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this includes a eur mn change in the fair value of investment properties,1,"[54, 196, 7, 8, 17, 684, 4, 2, 669, 104, 3, 92, 647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this will be done domestically and in neighboring markets both organically and through acquisitions,1,"[54, 12, 23, 1692, 1, 5, 4, 1, 154, 161, 1, 5, 183, 881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this would be a huge process,1,"[54, 111, 23, 7, 2108, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,through the new production lines at the novator mill in veliky ustjug vologda oblast sveza will change its current m by m birch plywood production targeting the domestic market to produce m by m overlaid birch plywood for the global market,1,"[183, 2, 41, 70, 768, 25, 2, 1968, 353, 4, 1, 1, 3949, 1, 4002, 12, 684, 16, 363, 36, 20, 36, 3209, 1480, 70, 1954, 2, 807, 51, 6, 1102, 36, 20, 36, 4439]"
neutral,through the nordic exchange omx offers access to approximately percent of the nordic and baltic securities market,1,"[183, 2, 206, 156, 113, 589, 681, 6, 160, 69, 3, 2, 206, 5, 253, 1624, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,tiimari s registered share capital is shares as per today,1,"[889, 10, 1098, 46, 90, 11, 52, 21, 72, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,tikkurila a division of kemira group controls about of the russian market in its field and owns st petersburg paint producer tex,1,"[538, 7, 282, 3, 400, 35, 1298, 60, 3, 2, 284, 51, 4, 16, 1343, 5, 764, 308, 347, 2681, 861, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,tn means that the handset supports teliasonera s telia navigator global positioning system service,1,"[1, 1301, 29, 2, 586, 1168, 413, 10, 1, 3069, 158, 3684, 165, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,treatment products in usa canada mexico australia and brazil today global research data services is going to publish several market analyses about the markets for water treatment products in some selected countries,1,"[874, 71, 4, 873, 1585, 1455, 1449, 5, 976, 62, 158, 419, 164, 48, 11, 1139, 6, 1124, 405, 51, 1857, 60, 2, 154, 9, 499, 874, 71, 4, 110, 972, 177, 0, 0, 0]"
neutral,two of these contracts are for turntable anode vibrocompactors that will be delivered to gansu hualu aluminum co ltd and another unnamed costumer,1,"[124, 3, 195, 466, 39, 9, 1, 4010, 1, 29, 12, 23, 379, 6, 1, 1, 3082, 770, 174, 5, 651, 2014, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,tyrvaan sanomat published twice a week by tyrvaan sanomat oy appears in sastamala and kiikoinen,1,"[2550, 1334, 506, 1, 7, 730, 20, 2550, 1334, 106, 3112, 4, 4326, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,usbased t corp is in talks with scandinavian telecoms company teliasonera to sell its stake in uzbek cellular operator coscom an executive at coscom told interfax,1,"[2626, 3090, 267, 11, 4, 1208, 19, 1627, 1559, 13, 413, 6, 262, 16, 192, 4, 1, 4336, 606, 4464, 34, 514, 25, 4464, 774, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,uncertainties still exist however,1,"[3215, 933, 1, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,under the contract ericsson will more than double the number of radio base stations in the elisa network over the coming year,1,"[151, 2, 64, 2333, 12, 95, 87, 1160, 2, 155, 3, 1265, 504, 1484, 4, 2, 534, 180, 121, 2, 1373, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,under the deal know it will pay sekm usd meur m in cash and stock,1,"[151, 2, 142, 2136, 26, 12, 708, 3216, 120, 1246, 36, 4, 237, 5, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,under the plan which cses worked out together with public policy management institute ppmi and other partners buildings with a total area of square meters should be built on the territory in the first phase,1,"[151, 2, 398, 49, 1, 1570, 217, 931, 19, 524, 1814, 119, 2399, 1, 5, 83, 771, 1646, 19, 7, 66, 162, 3, 551, 1662, 946, 23, 426, 15, 2, 2548, 4, 2, 53, 984]"
neutral,unilever s turun sinappi that is made in sweden holds of the market,1,"[1, 10, 2356, 1, 29, 11, 225, 4, 248, 977, 3, 2, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,union and company officials did not return calls yesterday,1,"[906, 5, 13, 2074, 860, 102, 759, 954, 505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,upm is talking to myllykoski s creditor banks nordea sto nda nordic investment bank and danske bank s cph danske sampo bank over a deal the paper said,1,"[703, 11, 3384, 6, 4465, 10, 1, 782, 243, 1017, 1944, 206, 92, 74, 5, 1083, 74, 10, 1, 1083, 430, 74, 121, 7, 142, 2, 129, 22, 0, 0, 0, 0, 0, 0, 0]"
neutral,upm s aim is to secure botnia s strategic development and investments,1,"[703, 10, 510, 11, 6, 1057, 1, 10, 515, 115, 5, 418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,upon completion of these transactions metso s stake will amount to more than,1,"[1144, 923, 3, 195, 1099, 381, 10, 192, 12, 406, 6, 95, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,upon establishment the plan is directed to approximately persons,1,"[1144, 1, 2, 398, 11, 1048, 6, 160, 749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,vacon recently announced plans to build its north american headquarters at business park in chambersburg,1,"[942, 702, 153, 279, 6, 654, 16, 337, 1013, 1469, 25, 42, 671, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,vaisala headquartered in helsinki in finland develops and manufactures electronic measurement systems for meteorology environmental sciences traffic and industry,1,"[726, 368, 4, 58, 4, 33, 1364, 5, 883, 579, 1095, 150, 9, 3351, 948, 2642, 376, 5, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,vaisala s present weather detector measures visibility up to km as well as precipitation type and intensity,1,"[726, 10, 662, 2438, 1, 399, 1748, 55, 6, 1784, 21, 93, 21, 1, 1317, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,water treatment products in australia today global research data services is going to publish a market analysis about the market for chemical water treatment products in australia,1,"[499, 874, 71, 4, 1449, 62, 158, 419, 164, 48, 11, 1139, 6, 1124, 7, 51, 519, 60, 2, 51, 9, 1145, 499, 874, 71, 4, 1449, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,we are now taking marimekko there on a distinctly more significant scale,1,"[75, 39, 167, 1482, 594, 403, 15, 7, 1, 95, 288, 1676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,what we think,1,"[856, 75, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,when the negotiations were started neste oil anticipated that people would be affected,1,"[247, 2, 241, 77, 385, 459, 198, 1991, 29, 166, 111, 23, 1706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,when the product is manufactured in finland it is also packed in the country,1,"[247, 2, 191, 11, 1844, 4, 33, 26, 11, 47, 2808, 4, 2, 903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
